,,,-189.59998727E-9,2.3600001,,,,,-189.59998727E-9,-760.000050068E-3,
,,,-189.39998370E-9,2.2400002,,,,,-189.39998370E-9,-760.000050068E-3,
,,,-189.19999434E-9,2.2400002,,,,,-189.19999434E-9,-840.000033379E-3,
,,,-188.99999077E-9,2.1600001,,,,,-188.99999077E-9,-680.000066757E-3,
,,,-188.79998720E-9,2.0000002,,,,,-188.79998720E-9,-760.000050068E-3,
,,,-188.59998363E-9,2.0000002,,,,,-188.59998363E-9,-920.000076294E-3,
,,,-188.39999427E-9,2.0400002,,,,,-188.39999427E-9,-840.000033379E-3,
,,,-188.19999070E-9,1.8800001,,,,,-188.19999070E-9,-1.0800000,
,,,-187.99998713E-9,1.6800001,,,,,-187.99998713E-9,-1.0800000,
,,,-187.79998356E-9,1.5600001,,,,,-187.79998356E-9,-920.000076294E-3,
,,,-187.59999421E-9,1.4400001,,,,,-187.59999421E-9,-1.0000001,
,,,-187.39999064E-9,1.4800001,,,,,-187.39999064E-9,-920.000076294E-3,
,,,-187.19998707E-9,1.4000001,,,,,-187.19998707E-9,-1.1600001,
,,,-186.99998350E-9,1.2800001,,,,,-186.99998350E-9,-1.0800000,
,,,-186.79999414E-9,1.2400001,,,,,-186.79999414E-9,-1.0000001,
,,,-186.59999057E-9,1.1200001,,,,,-186.59999057E-9,-920.000076294E-3,
,,,-186.39998700E-9,1.0800000,,,,,-186.39998700E-9,-1.0000001,
,,,-186.19998343E-9,1.0400001,,,,,-186.19998343E-9,-1.0000001,
,,,-185.99999407E-9,1.0400001,,,,,-185.99999407E-9,-840.000033379E-3,
,,,-185.79999050E-9,1.0000001,,,,,-185.79999050E-9,-840.000033379E-3,
,,,-185.59998693E-9,920.000076294E-3,,,,,-185.59998693E-9,-840.000033379E-3,
,,,-185.39998337E-9,840.000033379E-3,,,,,-185.39998337E-9,-840.000033379E-3,
,,,-185.19999401E-9,720.000028610E-3,,,,,-185.19999401E-9,-840.000033379E-3,
,,,-184.99999044E-9,720.000028610E-3,,,,,-184.99999044E-9,-680.000066757E-3,
,,,-184.79998687E-9,720.000028610E-3,,,,,-184.79998687E-9,-600.000023842E-3,
,,,-184.59998330E-9,600.000023842E-3,,,,,-184.59998330E-9,-520.000040531E-3,
,,,-184.39999394E-9,600.000023842E-3,,,,,-184.39999394E-9,-520.000040531E-3,
,,,-184.19999037E-9,520.000040531E-3,,,,,-184.19999037E-9,-440.000027418E-3,
,,,-183.99998680E-9,520.000040531E-3,,,,,-183.99998680E-9,-360.00001431E-3,
,,,-183.79998323E-9,440.000027418E-3,,,,,-183.79998323E-9,-360.00001431E-3,
,,,-183.59999387E-9,560.000061989E-3,,,,,-183.59999387E-9,-360.00001431E-3,
,,,-183.39999031E-9,480.000019073E-3,,,,,-183.39999031E-9,-360.00001431E-3,
,,,-183.19998674E-9,480.000019073E-3,,,,,-183.19998674E-9,-440.000027418E-3,
,,,-182.99998317E-9,480.000019073E-3,,,,,-182.99998317E-9,-360.00001431E-3,
,,,-182.79999381E-9,360.00001431E-3,,,,,-182.79999381E-9,-360.00001431E-3,
,,,-182.59999024E-9,280.00003099E-3,,,,,-182.59999024E-9,-280.00003099E-3,
,,,-182.39998667E-9,280.00003099E-3,,,,,-182.39998667E-9,-360.00001431E-3,
,,,-182.19998310E-9,240.00000954E-3,,,,,-182.19998310E-9,-280.00003099E-3,
,,,-181.99999374E-9,160.00001132E-3,,,,,-181.99999374E-9,-280.00003099E-3,
,,,-181.79999017E-9,200.00001788E-3,,,,,-181.79999017E-9,-360.00001431E-3,
,,,-181.59998660E-9,120.0000048E-3,,,,,-181.59998660E-9,-280.00003099E-3,
,,,-181.39998303E-9,80.000005662E-3,,,,,-181.39998303E-9,-280.00003099E-3,
,,,-181.19999368E-9,160.00001132E-3,,,,,-181.19999368E-9,-200.00001788E-3,
,,,-180.99999011E-9,200.00001788E-3,,,,,-180.99999011E-9,-120.0000048E-3,
,,,-180.79998654E-9,240.00000954E-3,,,,,-180.79998654E-9,-120.0000048E-3,
,,,-180.59998297E-9,240.00000954E-3,,,,,-180.59998297E-9,-120.0000048E-3,
,,,-180.39999361E-9,240.00000954E-3,,,,,-180.39999361E-9,120.0000048E-3,
,,,-180.19999004E-9,200.00001788E-3,,,,,-180.19999004E-9,280.00003099E-3,
,,,-179.99998647E-9,400.00003576E-3,,,,,-179.99998647E-9,360.00001431E-3,
,,,-179.79998290E-9,440.000027418E-3,,,,,-179.79998290E-9,280.00003099E-3,
,,,-179.59999354E-9,520.000040531E-3,,,,,-179.59999354E-9,280.00003099E-3,
,,,-179.39998997E-9,600.000023842E-3,,,,,-179.39998997E-9,360.00001431E-3,
,,,-179.19998641E-9,640.000045300E-3,,,,,-179.19998641E-9,600.000023842E-3,
,,,-178.99998284E-9,720.000028610E-3,,,,,-178.99998284E-9,680.000066757E-3,
,,,-178.79999348E-9,760.000050068E-3,,,,,-178.79999348E-9,520.000040531E-3,
,,,-178.59998991E-9,920.000076294E-3,,,,,-178.59998991E-9,680.000066757E-3,
,,,-178.39998634E-9,1.0400001,,,,,-178.39998634E-9,680.000066757E-3,
,,,-178.19998277E-9,1.2000000,,,,,-178.19998277E-9,760.000050068E-3,
,,,-177.99999341E-9,1.3200001,,,,,-177.99999341E-9,760.000050068E-3,
,,,-177.79998984E-9,1.3200001,,,,,-177.79998984E-9,760.000050068E-3,
,,,-177.59998627E-9,1.4000001,,,,,-177.59998627E-9,840.000033379E-3,
,,,-177.39998270E-9,1.5200001,,,,,-177.39998270E-9,760.000050068E-3,
,,,-177.19999335E-9,1.6000001,,,,,-177.19999335E-9,840.000033379E-3,
,,,-176.99998978E-9,1.6800001,,,,,-176.99998978E-9,760.000050068E-3,
,,,-176.79998621E-9,1.7600001,,,,,-176.79998621E-9,760.000050068E-3,
,,,-176.59998264E-9,1.8400002,,,,,-176.59998264E-9,680.000066757E-3,
,,,-176.39999328E-9,1.8000001,,,,,-176.39999328E-9,760.000050068E-3,
,,,-176.19998971E-9,1.8400002,,,,,-176.19998971E-9,760.000050068E-3,
,,,-175.99998614E-9,1.9600002,,,,,-175.99998614E-9,680.000066757E-3,
,,,-175.79998257E-9,1.9600002,,,,,-175.79998257E-9,600.000023842E-3,
,,,-175.59999321E-9,2.0000002,,,,,-175.59999321E-9,680.000066757E-3,
,,,-175.39998964E-9,2.0800002,,,,,-175.39998964E-9,680.000066757E-3,
,,,-175.19998607E-9,2.0800002,,,,,-175.19998607E-9,680.000066757E-3,
,,,-174.99998251E-9,2.0400002,,,,,-174.99998251E-9,680.000066757E-3,
,,,-174.79999315E-9,2.1200001,,,,,-174.79999315E-9,520.000040531E-3,
,,,-174.59998958E-9,2.2000000,,,,,-174.59998958E-9,520.000040531E-3,
,,,-174.39998601E-9,2.2800002,,,,,-174.39998601E-9,520.000040531E-3,
,,,-174.19998244E-9,2.3600001,,,,,-174.19998244E-9,440.000027418E-3,
,,,-173.99999308E-9,2.3600001,,,,,-173.99999308E-9,440.000027418E-3,
,,,-173.79998951E-9,2.3200002,,,,,-173.79998951E-9,520.000040531E-3,
,,,-173.59998594E-9,2.4400001,,,,,-173.59998594E-9,600.000023842E-3,
,,,-173.39998237E-9,2.5600002,,,,,-173.39998237E-9,440.000027418E-3,
,,,-173.19999301E-9,2.5600002,,,,,-173.19999301E-9,360.00001431E-3,
,,,-172.99998945E-9,2.6000001,,,,,-172.99998945E-9,280.00003099E-3,
,,,-172.79998588E-9,2.5600002,,,,,-172.79998588E-9,440.000027418E-3,
,,,-172.59998231E-9,2.6800003,,,,,-172.59998231E-9,440.000027418E-3,
,,,-172.39999295E-9,2.72000027,,,,,-172.39999295E-9,280.00003099E-3,
,,,-172.19998938E-9,2.76000023,,,,,-172.19998938E-9,280.00003099E-3,
,,,-171.99998581E-9,2.76000023,,,,,-171.99998581E-9,120.0000048E-3,
,,,-171.79998224E-9,2.88000011,,,,,-171.79998224E-9,200.00001788E-3,
,,,-171.59999288E-9,2.88000011,,,,,-171.59999288E-9,120.0000048E-3,
,,,-171.39998931E-9,2.80000019,,,,,-171.39998931E-9,200.00001788E-3,
,,,-171.19998574E-9,2.80000019,,,,,-171.19998574E-9,40.00000283E-3,
,,,-170.99998217E-9,2.88000011,,,,,-170.99998217E-9,-40.00000283E-3,
,,,-170.79999282E-9,2.84000015,,,,,-170.79999282E-9,-280.00003099E-3,
,,,-170.59998925E-9,2.76000023,,,,,-170.59998925E-9,-200.00001788E-3,
,,,-170.39998568E-9,2.6800003,,,,,-170.39998568E-9,-120.0000048E-3,
,,,-170.19998211E-9,2.6000001,,,,,-170.19998211E-9,-200.00001788E-3,
,,,-169.99999275E-9,2.4400001,,,,,-169.99999275E-9,-280.00003099E-3,
,,,-169.79998918E-9,2.4400001,,,,,-169.79998918E-9,-120.0000048E-3,
,,,-169.59998561E-9,2.4400001,,,,,-169.59998561E-9,-280.00003099E-3,
,,,-169.39998204E-9,2.4000001,,,,,-169.39998204E-9,-280.00003099E-3,
,,,-169.19999268E-9,2.3200002,,,,,-169.19999268E-9,-360.00001431E-3,
,,,-168.99998911E-9,2.2000000,,,,,-168.99998911E-9,-280.00003099E-3,
,,,-168.79998554E-9,2.1200001,,,,,-168.79998554E-9,-200.00001788E-3,
,,,-168.59998198E-9,2.0800002,,,,,-168.59998198E-9,-280.00003099E-3,
,,,-168.39999262E-9,2.0400002,,,,,-168.39999262E-9,-280.00003099E-3,
,,,-168.19998905E-9,1.8800001,,,,,-168.19998905E-9,-440.000027418E-3,
,,,-167.99998548E-9,1.7600001,,,,,-167.99998548E-9,-360.00001431E-3,
,,,-167.79998191E-9,1.6000001,,,,,-167.79998191E-9,-280.00003099E-3,
,,,-167.59999255E-9,1.4400001,,,,,-167.59999255E-9,-360.00001431E-3,
,,,-167.39998898E-9,1.3600001,,,,,-167.39998898E-9,-440.000027418E-3,
,,,-167.19998541E-9,1.2800001,,,,,-167.19998541E-9,-280.00003099E-3,
,,,-166.99998184E-9,1.2800001,,,,,-166.99998184E-9,-280.00003099E-3,
,,,-166.79999248E-9,1.2000000,,,,,-166.79999248E-9,-280.00003099E-3,
,,,-166.59998892E-9,1.1600001,,,,,-166.59998892E-9,-280.00003099E-3,
,,,-166.39998535E-9,1.1600001,,,,,-166.39998535E-9,-280.00003099E-3,
,,,-166.19998178E-9,1.0800000,,,,,-166.19998178E-9,-360.00001431E-3,
,,,-165.99999242E-9,1.1600001,,,,,-165.99999242E-9,-440.000027418E-3,
,,,-165.79998885E-9,1.1600001,,,,,-165.79998885E-9,-360.00001431E-3,
,,,-165.59998528E-9,1.1200001,,,,,-165.59998528E-9,-280.00003099E-3,
,,,-165.39998171E-9,1.0800000,,,,,-165.39998171E-9,-280.00003099E-3,
,,,-165.19999235E-9,1.0400001,,,,,-165.19999235E-9,-200.00001788E-3,
,,,-164.99998878E-9,1.0400001,,,,,-164.99998878E-9,-280.00003099E-3,
,,,-164.79998521E-9,960.000038147E-3,,,,,-164.79998521E-9,-120.0000048E-3,
,,,-164.59998164E-9,1.0000001,,,,,-164.59998164E-9,-120.0000048E-3,
,,,-164.39999229E-9,1.0000001,,,,,-164.39999229E-9,-120.0000048E-3,
,,,-164.19998872E-9,1.0000001,,,,,-164.19998872E-9,-200.00001788E-3,
,,,-163.99998515E-9,920.000076294E-3,,,,,-163.99998515E-9,-200.00001788E-3,
,,,-163.79998158E-9,880.000054836E-3,,,,,-163.79998158E-9,-40.00000283E-3,
,,,-163.59999222E-9,840.000033379E-3,,,,,-163.59999222E-9,40.00000283E-3,
,,,-163.39998865E-9,840.000033379E-3,,,,,-163.39998865E-9,-40.00000283E-3,
,,,-163.19998508E-9,760.000050068E-3,,,,,-163.19998508E-9,-200.00001788E-3,
,,,-162.99998151E-9,760.000050068E-3,,,,,-162.99998151E-9,-200.00001788E-3,
,,,-162.79999215E-9,760.000050068E-3,,,,,-162.79999215E-9,-120.0000048E-3,
,,,-162.59998858E-9,680.000066757E-3,,,,,-162.59998858E-9,40.00000283E-3,
,,,-162.39998502E-9,600.000023842E-3,,,,,-162.39998502E-9,40.00000283E-3,
,,,-162.19998145E-9,520.000040531E-3,,,,,-162.19998145E-9,-40.00000283E-3,
,,,-161.99999209E-9,520.000040531E-3,,,,,-161.99999209E-9,200.00001788E-3,
,,,-161.79998852E-9,440.000027418E-3,,,,,-161.79998852E-9,120.0000048E-3,
,,,-161.59998495E-9,440.000027418E-3,,,,,-161.59998495E-9,280.00003099E-3,
,,,-161.39998138E-9,440.000027418E-3,,,,,-161.39998138E-9,280.00003099E-3,
,,,-161.19999202E-9,480.000019073E-3,,,,,-161.19999202E-9,520.000040531E-3,
,,,-160.99998845E-9,480.000019073E-3,,,,,-160.99998845E-9,360.00001431E-3,
,,,-160.79998488E-9,520.000040531E-3,,,,,-160.79998488E-9,360.00001431E-3,
,,,-160.59998131E-9,560.000061989E-3,,,,,-160.59998131E-9,360.00001431E-3,
,,,-160.39999196E-9,560.000061989E-3,,,,,-160.39999196E-9,680.000066757E-3,
,,,-160.19998839E-9,560.000061989E-3,,,,,-160.19998839E-9,600.000023842E-3,
,,,-159.99998482E-9,600.000023842E-3,,,,,-159.99998482E-9,680.000066757E-3,
,,,-159.79998125E-9,800.000071526E-3,,,,,-159.79998125E-9,520.000040531E-3,
,,,-159.59999189E-9,920.000076294E-3,,,,,-159.59999189E-9,520.000040531E-3,
,,,-159.39998832E-9,920.000076294E-3,,,,,-159.39998832E-9,600.000023842E-3,
,,,-159.19998475E-9,960.000038147E-3,,,,,-159.19998475E-9,760.000050068E-3,
,,,-158.99998118E-9,1.0800000,,,,,-158.99998118E-9,760.000050068E-3,
,,,-158.79999182E-9,1.1600001,,,,,-158.79999182E-9,680.000066757E-3,
,,,-158.59998825E-9,1.2800001,,,,,-158.59998825E-9,760.000050068E-3,
,,,-158.39998468E-9,1.3600001,,,,,-158.39998468E-9,920.000076294E-3,
,,,-158.19998112E-9,1.4400001,,,,,-158.19998112E-9,760.000050068E-3,
,,,-157.99999176E-9,1.4400001,,,,,-157.99999176E-9,680.000066757E-3,
,,,-157.79998819E-9,1.5600001,,,,,-157.79998819E-9,760.000050068E-3,
,,,-157.59998462E-9,1.5600001,,,,,-157.59998462E-9,840.000033379E-3,
,,,-157.39998105E-9,1.7200001,,,,,-157.39998105E-9,760.000050068E-3,
,,,-157.19999169E-9,1.8000001,,,,,-157.19999169E-9,760.000050068E-3,
,,,-156.99998812E-9,1.8400002,,,,,-156.99998812E-9,840.000033379E-3,
,,,-156.79998455E-9,1.8800001,,,,,-156.79998455E-9,680.000066757E-3,
,,,-156.59998098E-9,1.9200001,,,,,-156.59998098E-9,760.000050068E-3,
,,,-156.39999162E-9,1.8800001,,,,,-156.39999162E-9,680.000066757E-3,
,,,-156.19998806E-9,2.0000002,,,,,-156.19998806E-9,760.000050068E-3,
,,,-155.99998449E-9,2.0000002,,,,,-155.99998449E-9,600.000023842E-3,
,,,-155.79998092E-9,2.0400002,,,,,-155.79998092E-9,680.000066757E-3,
,,,-155.59999156E-9,2.0800002,,,,,-155.59999156E-9,600.000023842E-3,
,,,-155.39998799E-9,2.1600001,,,,,-155.39998799E-9,680.000066757E-3,
,,,-155.19998442E-9,2.1600001,,,,,-155.19998442E-9,520.000040531E-3,
,,,-154.99998085E-9,2.2000000,,,,,-154.99998085E-9,600.000023842E-3,
,,,-154.79999149E-9,2.2400002,,,,,-154.79999149E-9,520.000040531E-3,
,,,-154.59998792E-9,2.3200002,,,,,-154.59998792E-9,520.000040531E-3,
,,,-154.39998435E-9,2.3200002,,,,,-154.39998435E-9,600.000023842E-3,
,,,-154.19998078E-9,2.2400002,,,,,-154.19998078E-9,520.000040531E-3,
,,,-153.99999143E-9,2.3600001,,,,,-153.99999143E-9,600.000023842E-3,
,,,-153.79998786E-9,2.3600001,,,,,-153.79998786E-9,680.000066757E-3,
,,,-153.59998429E-9,2.3600001,,,,,-153.59998429E-9,840.000033379E-3,
,,,-153.39998072E-9,2.3200002,,,,,-153.39998072E-9,840.000033379E-3,
,,,-153.19999136E-9,2.3200002,,,,,-153.19999136E-9,760.000050068E-3,
,,,-152.99998779E-9,2.3600001,,,,,-152.99998779E-9,840.000033379E-3,
,,,-152.79998422E-9,2.3600001,,,,,-152.79998422E-9,920.000076294E-3,
,,,-152.59998065E-9,2.4400001,,,,,-152.59998065E-9,1.0800000,
,,,-152.39999129E-9,2.4800003,,,,,-152.39999129E-9,1.2400001,
,,,-152.19998772E-9,2.4400001,,,,,-152.19998772E-9,1.1600001,
,,,-151.99998415E-9,2.5600002,,,,,-151.99998415E-9,1.2400001,
,,,-151.79998059E-9,2.5600002,,,,,-151.79998059E-9,1.2400001,
,,,-151.59999123E-9,2.5600002,,,,,-151.59999123E-9,1.3200001,
,,,-151.39998766E-9,2.5200002,,,,,-151.39998766E-9,1.5600001,
,,,-151.19998409E-9,2.5600002,,,,,-151.19998409E-9,1.5600001,
,,,-150.99998052E-9,2.6400001,,,,,-150.99998052E-9,1.5600001,
,,,-150.79999116E-9,2.6000001,,,,,-150.79999116E-9,1.5600001,
,,,-150.59998759E-9,2.5600002,,,,,-150.59998759E-9,1.6400001,
,,,-150.39998402E-9,2.4400001,,,,,-150.39998402E-9,1.6400001,
,,,-150.19998045E-9,2.2800002,,,,,-150.19998045E-9,1.7200001,
,,,-149.99999109E-9,2.1600001,,,,,-149.99999109E-9,2.0400002,
,,,-149.79998753E-9,2.1200001,,,,,-149.79998753E-9,2.0400002,
,,,-149.59998396E-9,2.0800002,,,,,-149.59998396E-9,1.9600002,
,,,-149.39998039E-9,2.0800002,,,,,-149.39998039E-9,1.9600002,
,,,-149.19999103E-9,1.9200001,,,,,-149.19999103E-9,2.0400002,
,,,-148.99998746E-9,1.8800001,,,,,-148.99998746E-9,2.2000000,
,,,-148.79998389E-9,1.8400002,,,,,-148.79998389E-9,2.2000000,
,,,-148.59999453E-9,1.7600001,,,,,-148.59999453E-9,2.1200001,
,,,-148.3999910E-9,1.6400001,,,,,-148.3999910E-9,2.2000000,
,,,-148.1999874E-9,1.5600001,,,,,-148.1999874E-9,2.2800002,
,,,-147.9999838E-9,1.4800001,,,,,-147.9999838E-9,2.3600001,
,,,-147.7999945E-9,1.3200001,,,,,-147.7999945E-9,2.4400001,
,,,-147.5999909E-9,1.1600001,,,,,-147.5999909E-9,2.4400001,
,,,-147.3999873E-9,1.0800000,,,,,-147.3999873E-9,2.4400001,
,,,-147.1999838E-9,1.0400001,,,,,-147.1999838E-9,2.6000001,
,,,-146.9999944E-9,960.000038147E-3,,,,,-146.9999944E-9,2.4400001,
,,,-146.7999908E-9,920.000076294E-3,,,,,-146.7999908E-9,2.6000001,
,,,-146.5999873E-9,880.000054836E-3,,,,,-146.5999873E-9,2.6000001,
,,,-146.3999837E-9,840.000033379E-3,,,,,-146.3999837E-9,2.84000015,
,,,-146.1999943E-9,840.000033379E-3,,,,,-146.1999943E-9,2.92000031,
,,,-145.9999908E-9,880.000054836E-3,,,,,-145.9999908E-9,3.00000024,
,,,-145.7999872E-9,880.000054836E-3,,,,,-145.7999872E-9,3.08000016,
,,,-145.5999836E-9,800.000071526E-3,,,,,-145.5999836E-9,3.00000024,
,,,-145.3999943E-9,840.000033379E-3,,,,,-145.3999943E-9,2.92000031,
,,,-145.1999907E-9,680.000066757E-3,,,,,-145.1999907E-9,3.24000025,
,,,-144.9999871E-9,640.000045300E-3,,,,,-144.9999871E-9,3.40000033,
,,,-144.7999836E-9,680.000066757E-3,,,,,-144.7999836E-9,3.40000033,
,,,-144.5999942E-9,720.000028610E-3,,,,,-144.5999942E-9,3.40000033,
,,,-144.3999906E-9,680.000066757E-3,,,,,-144.3999906E-9,3.48000026,
,,,-144.1999871E-9,640.000045300E-3,,,,,-144.1999871E-9,3.48000026,
,,,-143.9999835E-9,640.000045300E-3,,,,,-143.9999835E-9,3.48000026,
,,,-143.7999941E-9,600.000023842E-3,,,,,-143.7999941E-9,3.64000034,
,,,-143.5999906E-9,600.000023842E-3,,,,,-143.5999906E-9,3.72000027,
,,,-143.3999870E-9,640.000045300E-3,,,,,-143.3999870E-9,3.64000034,
,,,-143.1999834E-9,600.000023842E-3,,,,,-143.1999834E-9,3.80000019,
,,,-142.9999941E-9,640.000045300E-3,,,,,-142.9999941E-9,3.80000019,
,,,-142.7999905E-9,640.000045300E-3,,,,,-142.7999905E-9,3.96000028,
,,,-142.5999869E-9,560.000061989E-3,,,,,-142.5999869E-9,3.96000028,
,,,-142.3999834E-9,520.000040531E-3,,,,,-142.3999834E-9,4.04000044,
,,,-142.1999940E-9,440.000027418E-3,,,,,-142.1999940E-9,3.96000028,
,,,-141.9999904E-9,440.000027418E-3,,,,,-141.9999904E-9,3.96000028,
,,,-141.7999869E-9,400.00003576E-3,,,,,-141.7999869E-9,4.04000044,
,,,-141.5999833E-9,440.000027418E-3,,,,,-141.5999833E-9,4.12000036,
,,,-141.3999939E-9,400.00003576E-3,,,,,-141.3999939E-9,4.20000029,
,,,-141.1999904E-9,360.00001431E-3,,,,,-141.1999904E-9,4.36000013,
,,,-140.9999868E-9,440.000027418E-3,,,,,-140.9999868E-9,4.28000021,
,,,-140.7999832E-9,520.000040531E-3,,,,,-140.7999832E-9,4.20000029,
,,,-140.5999939E-9,600.000023842E-3,,,,,-140.5999939E-9,4.36000013,
,,,-140.3999903E-9,600.000023842E-3,,,,,-140.3999903E-9,4.28000021,
,,,-140.1999867E-9,720.000028610E-3,,,,,-140.1999867E-9,4.44000053,
,,,-139.9999832E-9,800.000071526E-3,,,,,-139.9999832E-9,4.44000053,
,,,-139.7999938E-9,920.000076294E-3,,,,,-139.7999938E-9,4.36000013,
,,,-139.5999902E-9,960.000038147E-3,,,,,-139.5999902E-9,4.28000021,
,,,-139.3999867E-9,1.0800000,,,,,-139.3999867E-9,4.20000029,
,,,-139.1999831E-9,1.1600001,,,,,-139.1999831E-9,4.28000021,
,,,-138.9999937E-9,1.1600001,,,,,-138.9999937E-9,4.36000013,
,,,-138.7999902E-9,1.2000000,,,,,-138.7999902E-9,4.28000021,
,,,-138.5999866E-9,1.2400001,,,,,-138.5999866E-9,4.36000013,
,,,-138.3999830E-9,1.2800001,,,,,-138.3999830E-9,4.12000036,
,,,-138.1999937E-9,1.4000001,,,,,-138.1999937E-9,4.12000036,
,,,-137.9999901E-9,1.4000001,,,,,-137.9999901E-9,4.36000013,
,,,-137.7999865E-9,1.4400001,,,,,-137.7999865E-9,4.20000029,
,,,-137.5999830E-9,1.5200001,,,,,-137.5999830E-9,4.20000029,
,,,-137.3999936E-9,1.5200001,,,,,-137.3999936E-9,4.20000029,
,,,-137.1999900E-9,1.6400001,,,,,-137.1999900E-9,4.12000036,
